ROWNUM;VEHICLE_NUM;FULL_NAME;BLANK_NUM;VEHICLE_BRAND_MODEL;INN;OGRN;
6634;"М401КЕ197";"ООО Евро Кар Сервис";"МСК 012554";"CHEVROLET KLAN (J200/LACETTI)";"7703601030";"1067746861170";
6635;"Е321ЕА197";"ООО Евро Кар Сервис";"МСК 012560";"CHEVROLET LATSETTI KLAN J200";"7703601030";"1067746861170";
6636;"Е320ЕА197";"ООО Евро Кар Сервис";"МСК 012561";"CHEVROLET LATSETTI KLAN J200";"7703601030";"1067746861170";
6637;"Е313ЕА197";"ООО Евро Кар Сервис";"МСК 012567";"CHEVROLET KLAN J200";"7703601030";"1067746861170";
6638;"Е319ЕА197";"ООО Евро Кар Сервис";"МСК 012568";"CHEVROLET LATSETTI KLAN J200";"7703601030";"1067746861170";
6639;"С045ЕК197";"ООО Евро Кар Сервис";"МСК 012574";"CHEVROLET LATSETTI KLAN J200";"7703601030";"1067746861170";
6640;"С040ЕК197";"ООО Евро Кар Сервис";"МСК 012575";"CHEVROLET LATSETTI KLAN J200";"7703601030";"1067746861170";
6641;"С043ЕК197";"ООО Евро Кар Сервис";"МСК 012581";"CHEVROLET LATSETTI KLAN J200";"7703601030";"1067746861170";
6642;"С041ЕК197";"ООО Евро Кар Сервис";"МСК 012582";"CHEVROLET LATSETTI KLAN J200";"7703601030";"1067746861170";
6643;"Р954КВ199";"ГРОМОВ СЕРГЕЙ ВЛАДИМИРОВИЧ";"МСК012587";"Ford Focus";"773571232453";"311774636101132";
6644;"К012СТ46";"МОСКАЛЕВ СЕРГЕЙ ВЯЧЕСЛАВОВИЧ";"МСК012541";"CHEVROLET LACETTI";"461603282370";"311461923000042";
6645;"С111СО77";"Хохлов Александр Александрович";"МСК012593";"MITSUBISHI LANCER 1.6";"262608601210";"311774602600600";
6646;"В788РР197";"Хохлов Александр Александрович";"МСК012594";"CHEVROLET LACETTI";"262608601210";"311774602600600";
6647;"А257ХН177";"Павлов Владимир Александрович";"МСК012597";"Daewoo Nexia";"772472065305";"309774634100222";
6648;"Е303ХМ199";"ООО ЦПК";"МСК 001277";"RENAULT LOGAN SR";"7720583542";"5077746757688";
6649;"У219АК197";"ООО ЦПК";"МСК 001279";"RENAULT LOGAN SR";"7720583542";"5077746757688";
6650;"К131НЕ197";"ООО ЦПК";"МСК 001280";"RENAULT SR";"7720583542";"5077746757688";
6651;"Н913МО197";"ООО ЦПК";"МСК 001282";"RENAULT SR";"7720583542";"5077746757688";
6652;"Н887МО197";"ООО ЦПК";"МСК 001284";"RENAULT SR";"7720583542";"5077746757688";
6653;"Е301ХМ199";"ООО ЦПК";"МСК 001285";"RENAULT LOGAN SR";"7720583542";"5077746757688";
6654;"Н864МО197";"ООО ЦПК";"МСК 001287";"RENAULT SR";"7720583542";"5077746757688";
6655;"К132НЕ197";"ООО ЦПК";"МСК 001289";"RENAULT SR";"7720583542";"5077746757688";
6656;"Н865МО197";"ООО ЦПК";"МСК 001290";"RENAULT SR";"7720583542";"5077746757688";
6657;"Н911МО197";"ООО ЦПК";"МСК 001292";"RENAULT SR";"7720583542";"5077746757688";
6658;"Н912МО197";"ООО ЦПК";"МСК 001294";"RENAULT SR";"7720583542";"5077746757688";
6659;"К070НЕ197";"ООО ЦПК";"МСК 001295";"RENAULT SR";"7720583542";"5077746757688";
6660;"Н909МО197";"ООО ЦПК";"МСК 001297";"RENAULT SR";"7720583542";"5077746757688";
6661;"К068НЕ197";"ООО ЦПК";"МСК 001299";"RENAULT SR";"7720583542";"5077746757688";
6662;"Н918МО197";"ООО ЦПК";"МСК 001300";"RENAULT SR";"7720583542";"5077746757688";
6663;"К075НЕ197";"ООО ЦПК";"МСК 001302";"RENAULT SR";"7720583542";"5077746757688";
6664;"К462КР197";"ООО СМТ";"МСК 001375";"Renault SR";"7714700265";"5077746965654";
6665;"Х547МВ197";"ООО СМТ";"МСК 001374";"Renault Logan SR";"7714700265";"5077746965654";
6666;"Х731ОР199";"ООО СМТ";"МСК 001357";"Renault Logan SR";"7714700265";"5077746965654";
6667;"Х523ХТ199";"ООО СМТ";"МСК 001358";"Renault SR";"7714700265";"5077746965654";
6668;"Е493МА197";"ООО СМТ";"МСК 001362";"Renault Logan SR";"7714700265";"5077746965654";
6669;"А199КН77";"ООО СМТ";"МСК 029168";"Volkswagen Polo";"7714700265";"5077746965654";
6670;"Х347ОР199";"ООО СМТ";"МСК 001367";"Renault Logan SR";"7714700265";"5077746965654";
6671;"А660ХО199";"ООО СМТ";"МСК 001368";"Renault Logan SR";"7714700265";"5077746965654";
6672;"Е305АК197";"ООО СМТ";"МСК 027189";"Renault SR";"7714700265";"5077746965654";
6673;"Р036СР199";"ООО СМТ";"МСК 001316";"Renault SR";"7714700265";"5077746965654";
6674;"Х364ХТ199";"ООО СМТ";"МСК 001320";"Renault SR";"7714700265";"5077746965654";
6675;"В976КР197";"ООО СМТ";"МСК 001321";"Renault SR";"7714700265";"5077746965654";
6676;"О750СМ199";"ООО СМТ";"МСК 001325";"Renault SR";"7714700265";"5077746965654";
6677;"А143ХО199";"ООО СМТ";"МСК 001326";"Renault Logan SR";"7714700265";"5077746965654";
6678;"У706УТ199";"ООО СМТ";"МСК 027193";"Renault SR";"7714700265";"5077746965654";
6679;"Р925КМ197";"ООО СМТ";"МСК 001331";"Renault Logan SR";"7714700265";"5077746965654";
6680;"У486УТ199";"ООО СМТ";"МСК 001335";"Renault SR";"7714700265";"5077746965654";
6681;"К409КР197";"ООО СМТ";"МСК 001336";"Renault SR";"7714700265";"5077746965654";
6682;"В985УО199";"ООО СМТ";"МСК 027194";"Renault SR";"7714700265";"5077746965654";
6683;"Х485ХТ199";"ООО СМТ";"МСК 001341";"Renault SR";"7714700265";"5077746965654";
6684;"Х552ХТ199";"ООО СМТ";"МСК 001345";"Renault SR";"7714700265";"5077746965654";
6685;"А412КУ197";"ООО СМТ";"МСК 001346";"Renault Logan SR";"7714700265";"5077746965654";
6686;"К016ХЕ199";"ООО СМТ";"МСК 001350";"Renault Logan SR";"7714700265";"5077746965654";
6687;"О731СМ199";"ООО СМТ";"МСК 001354";"Renault SR";"7714700265";"5077746965654";
6688;"Т916НО197";"ООО Растабан";"МСК 001308";"Ford Focus";"7714593493";"1057746411029";
6689;"М796НК197";"Батраков Вячеслав Вячеславович";"МСК 001376";"Opel Astra";"771608758724";"308770000377313";
6690;"Н968СТ150";"Маржохов Анзор Исуфович";"МСК 026665";"Toyota Camry";"071509832181";"308500412600012";
6691;"К813НВ190";"Донцов Алксандр Сергеевич";"МСК 001377";"Ford Focus";"611700694260";"308611702800020";
6692;"А841НО197";"ООО ПАТ";"МСК 001414";"Skoda Octavia";"7728747094";"1107746708442";
6693;"А762ЕН197";"ООО ПАТ";"МСК 001419";"Chevrolet Klal Epika";"7728747094";"1107746708442";
6694;"М641ВР197";"ООО ПАТ";"МСК 001424";"Chevrolet Klal Epika";"7728747094";"1107746708442";
6695;"М437ВР197";"ООО ПАТ";"МСК 001429";"Chevrolet Klal";"7728747094";"1107746708442";
6696;"М688МС197";"ООО ПАТ";"МСК 001435";"Skoda Octavia";"7728747094";"1107746708442";
6697;"А844НО197";"ООО ПАТ";"МСК 001442";"Skoda Octavia";"7728747094";"1107746708442";
6698;"Р770ВМ12";"Армяков Руслан Валерьевич";"МСК 001380";"Ford Focus";"120602035662";"309122607500017";
6699;"О588МР190";"Бурлака Анатолий Петрович";"МСК 001381";"Ford Focus";"500405567105";"311500413300042";
6700;"Н169АУ197";"Шукаева Ольга Николаевна";"МСК 001309";"KIA RIO";"770500166209";"304770000513301";
6701;"К746СХ32";"Овсепян Карапет Рафикович";"МСК 001444";"ШЕВРОЛЕ KLAN(J200/LACETTI)";"342201559205";"306345331800062";
6702;"Н180ТА199";"Кожара Сергей Борисович";"МСК 001381";"Citroen Berlingo";"771535373825";"309774609701268";
6703;"М784УА197";"Селиверстов Игорь Петрович";"МСК 018478";"CITROEN C5";"772637503070";"309774633500313";
6704;"Н804ТА150";"Бардычевский Сергей Алексеевич";"МСК 001447";"KIA GE MAGENTIS OPTIMA M";"500404223461";"308500412100010";
6705;"С303ЕК190";"Ваганов Андрей Александрович";"МСК 001448";"DAEWOO NEXIA";"500113003119";"311500106000062";
6706;"О280КЕ197";"Тома Николай Алексеевич";"МСК 001387";"Chevrolet Aveo";"773006413941";"310774611101068";
6707;"Н997МР190";"Казарян Ашот Гарушович";"МСК 001446";"Kia Spectra FB2272";"502700041673";"307502709500037";
6708;"Р793УН177";"Кузнецов Андрей Вячеславович";"МСК 001312";"Skoda Octavia Ambiye";"771523887304";"307770000344908";
6709;"Т978XO197";"Макаров Денис Игоревич";"МСК 021097";"SKODA OCTAVIA";"772152071229";"308774629100948";
6710;"В566СР150";"Нефедов Олег Олегович";"МСК 001314";"Ford Focus";"504707443840";"309504732200032";
6711;"Т338КУ197";"Егоров Михаил Алексеевич";"МСК 001453";"VAZ 21041-30";"772402082402";"311774609400161";
6712;"Е262ВР199";"КЛИМЕНКО СЕРГЕЙ ВАСИЛЬЕВИЧ";"МСК 001454";"Ford C-MAX";"773065014748";"306770000418625";
6713;"Н198КН197";"Урманчиев Александр Юрьевич";"МСК 001460";"RENAULT SR";"770372003703";"311774608000581";
6714;"А675НУ199";"Тагиров Руслан Александрович";"МСК 001465";"VOLKSWAGEN CADDY";"771540754833";"311774620800262";
6715;"Н961НХ190";"Бабенков Владимир Викторович";"МСК 001467";"VAZ 210740";"503812047570";"311503820600031";
6716;"О979НМ199";"Зайцев Виктор Владимирович";"МСК 001524";"MAZDA CX-7";"772404457230";"308774628700233";
6717;"Н411РО199";"ООО ЮВ ТРАНС";"МСК 001501";"Hyundai Sonata";"7723626730";"1077759723997";
6718;"Х963ХВ199";"ООО ЮВ ТРАНС";"МСК 001506";"Renault Logan SR";"7723626730";"1077759723997";
6719;"О325АР199";"ООО ЮВ ТРАНС";"МСК 001511";"Renault Logan SR";"7723626730";"1077759723997";
6720;"Н896АХ199";"ООО ЮВ ТРАНС";"МСК 001516";"Renault Logan SR";"7723626730";"1077759723997";
6721;"У760КМ197";"ООО ЮВ ТРАНС";"МСК 001521";"Hyundai Sonata";"7723626730";"1077759723997";
6722;"Х498АР199";"ООО ЮВ ТРАНС";"МСК 001472";"Renault Logan SR";"7723626730";"1077759723997";
6723;"Н894АХ199";"ООО ЮВ ТРАНС";"МСК 001477";"Renault Logan SR";"7723626730";"1077759723997";
6724;"Н280РО199";"ООО ЮВ ТРАНС";"МСК 001482";"Hyundai Sonata";"7723626730";"1077759723997";
6725;"Р882МЕ199";"ООО ЮВ ТРАНС";"МСК 001487";"Renault Logan SR";"7723626730";"1077759723997";
6726;"Х499АР199";"ООО ЮВ ТРАНС";"МСК 001492";"Renault Logan SR";"7723626730";"1077759723997";
6727;"Р124ВК190";"Краснов Андрей Анатольевич";"МСК 001469";"KIA-ED CEED";"505010224940";"304505027800253";
6728;"В277ЕТ197";"ООО ТрансКар";"МСК 010080";"RENAULT SR";"7720692870";"1107746622136";
6729;"У796ВМ197";"ООО ТрансКар";"МСК 001620";"RENAULT SYMBOL";"7720692870";"1107746622136";
6730;"К398ВТ197";"ООО ТрансКар";"МСК 001621";"RENAULT SYMBOL";"7720692870";"1107746622136";
6731;"Е626ЕР77";"Иванов Константин Викторович";"МСК 027596";"SKODA OCTAVIA";"771707273760";"307770000146711";
6732;"Е409ХЕ199";"Хлынин Михаил Юрьевич";"МСК 030498";"SKODA OCTAVIA";"772151510787";"310774630200018";
6733;"В554НВ199";"ООО Дон-Авто";"МСК 001636";"HYUNDAI SONATA";"7727228459";"1027727010046";
6734;"Р416АА199";"ООО Дон-Авто";"МСК 001637";"HYUNDAI SONATA";"7727228459";"1027727010046";
6735;"А483НС199";"ООО Дон-Авто";"МСК 001643";"HYUNDAI SONATA";"7727228459";"1027727010046";
6736;"В374НВ199";"ООО Дон-Авто";"МСК 001644";"HYUNDAI SONATA";"7727228459";"1027727010046";
6737;"К275МЕ199";"ООО Дон-Авто";"МСК 001650";"HYUNDAI SONATA";"7727228459";"1027727010046";
6738;"Р484КК199";"ООО Дон-Авто";"МСК 001651";"HYUNDAI SONATA";"7727228459";"1027727010046";
6739;"О462ХН177";"ООО Дон-Авто";"МСК 001657";"HYUNDAI SONATA";"7727228459";"1027727010046";
6740;"М673АТ199";"ООО Дон-Авто";"МСК 001658";"HYUNDAI SONATA";"7727228459";"1027727010046";
6741;"Р856КК199";"ООО Дон-Авто";"МСК 001664";"HYUNDAI SONATA";"7727228459";"1027727010046";
6742;"М875АТ199";"ООО Дон-Авто";"МСК 001665";"HYUNDAI SONATA";"7727228459";"1027727010046";
6743;"К265МЕ199";"ООО Дон-Авто";"МСК 001671";"HYUNDAI SONATA";"7727228459";"1027727010046";
6744;"О601ХН177";"ООО Дон-Авто";"МСК 001672";"HYUNDAI SONATA";"7727228459";"1027727010046";
6745;"А485НС199";"ООО Дон-Авто";"МСК 001678";"HYUNDAI SONATA";"7727228459";"1027727010046";
6746;"А489НС199";"ООО Дон-Авто";"МСК 001679";"HYUNDAI SONATA";"7727228459";"1027727010046";
6747;"ВО38377";"ООО Дон-Авто";"МСК 001685";"HYUNDAI SONATA";"7727228459";"1027727010046";
6748;"ВО38577";"ООО Дон-Авто";"МСК 001686";"HYUNDAI SONATA";"7727228459";"1027727010046";
6749;"К266МЕ199";"ООО Дон-Авто";"МСК 001692";"HYUNDAI SONATA";"7727228459";"1027727010046";
6750;"К264МЕ199";"ООО Дон-Авто";"МСК 001693";"HYUNDAI SONATA";"7727228459";"1027727010046";
6751;"А432ВУ199";"ООО Дон-Авто";"МСК 001699";"HYUNDAI SONATA";"7727228459";"1027727010046";
6752;"Н138ЕУ199";"ООО Дон-Авто";"МСК 001700";"HYUNDAI SONATA";"7727228459";"1027727010046";
6753;"А392ВУ199";"ООО Дон-Авто";"МСК 001706";"HYUNDAI SONATA";"7727228459";"1027727010046";
6754;"В210ВН199";"ООО Дон-Авто";"МСК 001707";"HYUNDAI SONATA";"7727228459";"1027727010046";
6755;"Р857КК199";"ООО Дон-Авто";"МСК 001713";"HYUNDAI SONATA";"7727228459";"1027727010046";
6756;"Р960КК199";"ООО Дон-Авто";"МСК 001714";"HYUNDAI SONATA";"7727228459";"1027727010046";
6757;"О425ХН177";"ООО Дон-Авто";"МСК 001720";"HYUNDAI SONATA";"7727228459";"1027727010046";
6758;"Р995ХВ177";"ООО Дон-Авто";"МСК 001721";"HYUNDAI SONATA";"7727228459";"1027727010046";
6759;"Р054КК199";"ООО Дон-Авто";"МСК 001722";"HYUNDAI SONATA";"7727228459";"1027727010046";
6760;"Р952АА199";"ООО Дон-Авто";"МСК 001729";"HYUNDAI SONATA";"7727228459";"1027727010046";
6761;"В520НВ199";"ООО Дон-Авто";"МСК 001736";"HYUNDAI SONATA";"7727228459";"1027727010046";
6762;"В521НВ199";"ООО Дон-Авто";"МСК 001737";"HYUNDAI SONATA";"7727228459";"1027727010046";
6763;"ЕМ47977";"ООО НЖТ-ЮГ";"МСК 002007";"FORD FOCUS";"7719730841";"1097746542365";
6764;"ЕМ36677";"ООО НЖТ-ЮГ";"МСК 002009";"FORD FOCUS";"7719730841";"1097746542365";
6765;"ЕМ37177";"ООО НЖТ-ЮГ";"МСК 002014";"FORD FOCUS";"7719730841";"1097746542365";
6766;"ЕМ45877";"ООО НЖТ-ЮГ";"МСК 002015";"FORD FOCUS";"7719730841";"1097746542365";
6767;"ЕМ45577";"ООО НЖТ-ЮГ";"МСК 002020";"FORD FOCUS";"7719730841";"1097746542365";
6768;"ЕМ42977";"ООО НЖТ-ЮГ";"МСК 002022";"FORD FOCUS";"7719730841";"1097746542365";
6769;"ЕМ42777";"ООО НЖТ-ЮГ";"МСК 002028";"FORD FOCUS";"7719730841";"1097746542365";
6770;"ЕМ20277";"ООО НЖТ-ЮГ";"МСК 002030";"FORD FOCUS";"7719730841";"1097746542365";
6771;"ЕМ14377";"ООО НЖТ-ЮГ";"МСК 002035";"FORD FOCUS";"7719730841";"1097746542365";
6772;"ЕМ20377";"ООО НЖТ-ЮГ";"МСК 002037";"FORD FOCUS";"7719730841";"1097746542365";
6773;"ЕМ46477";"ООО НЖТ-ЮГ";"МСК 002038";"FORD FOCUS";"7719730841";"1097746542365";
6774;"Х032КВ150";"Кондарацкий Игорь Геннадьевич";"МСК 001739";"PEUGEOT- 307";"772665039164";"306770000039578";
6775;"А200НС197";"Коротков Николай Федорович";"МСК 001740";"RENAULT SR";"771532636850";"311774604100050";
6776;"ЕМ26577";"ООО НЖТ-ВОСТОК";"МСК 001966";"FORD FOCUS";"7719750140";"1107746402246";
6777;"ЕМ26777";"ООО НЖТ-ВОСТОК";"МСК 001968";"FORD FOCUS";"7719750140";"1107746402246";
6778;"ЕМ26477";"ООО НЖТ-ВОСТОК";"МСК 001973";"FORD FOCUS";"7719750140";"1107746402246";
6779;"ЕМ35877";"ООО НЖТ-ВОСТОК";"МСК 001975";"FORD FOCUS";"7719750140";"1107746402246";
6780;"ЕМ35677";"ООО НЖТ-ВОСТОК";"МСК 001980";"FORD FOCUS";"7719750140";"1107746402246";
6781;"ЕМ27477";"ООО НЖТ-ВОСТОК";"МСК 001981";"FORD FOCUS";"7719750140";"1107746402246";
6782;"ЕМ26677";"ООО НЖТ-ВОСТОК";"МСК 001986";"FORD FOCUS";"7719750140";"1107746402246";
6783;"ЕМ36477";"ООО НЖТ-ВОСТОК";"МСК 001990";"FORD FOCUS";"7719750140";"1107746402246";
6784;"ЕМ35777";"ООО НЖТ-ВОСТОК";"МСК 002002";"FORD FOCUS";"7719750140";"1107746402246";
6785;"ЕМ40877";"ООО НЖТ-ВОСТОК";"МСК 001997";"FORD FOCUS";"7719750140";"1107746402246";
6786;"ЕМ40777";"ООО НЖТ-ВОСТОК";"МСК 001998";"FORD FOCUS";"7719750140";"1107746402246";
6787;"А583АК197";"ООО Ритм жизни";"МСК 001766";"Renault SR";"7714636130";"1067746273198";
6788;"К590УА199";"ООО Ритм жизни";"МСК 001767";"Renault Logan SR";"7714636130";"1067746273198";
6789;"К479УА199";"ООО Ритм жизни";"МСК 001773";"Renault SR";"7714636130";"1067746273198";
6790;"А081КТ197";"ООО Ритм жизни";"МСК 001774";"Renault SR";"7714636130";"1067746273198";
6791;"Т738ТК199";"ООО Ритм жизни";"МСК 001780";"Renault SR";"7714636130";"1067746273198";
6792;"К954ЕМ197";"ООО Ритм жизни";"МСК 001781";"Renault SR";"7714636130";"1067746273198";
6793;"О038РЕ197";"ООО Автобаза №1";"МСК 009820";"CHEVROLET KLAN J200/LACHETTI";"7729656636";"1107746430274";
6794;"Х875ОС197";"ООО Автобаза №1";"МСК 009821";"CHEVROLET KLAN J200/LACHETTI";"7729656636";"1107746430274";
6795;"В836РМ190";"Жданов Алексей Викторович";"МСК009650";"CHEVROLET CRUZE";"262602926702";"304262634300095";
6796;"Р773МТ64";"КОРОЛЬ ВАДИМ ВАСИЛЬЕВИЧ";"МСК009828";"CHEVROLET KLAN J200";"644000380506";"311644023600033";
6797;"К764ТН97";"НЕРЕТИН АЛЕКСАНДР НИКОЛАЕВИЧ";"МСК009834";"MITSUBISHI LANSER 1.3";"773409422787";"311774604500041";
6798;"А684РМ197";"МОРОЗОВ СЕРГЕЙ ВИКТОРОВИЧ";"МСК 009835";"OPEL ASTRA A-HNB";"773114691135";"311774604500884";
6799;"Р110КК197";"Кузнецов Михаил Владимирович";"МСК009833";"RENAULT SR";"772649355194";"311774601200240";
6800;"У310ТУ36";"Воронин Виктор Сергеевич";"МСК009836";"ВАЗ 21113";"361202827271";"311362729100053";
6801;"В605ХР199";"СИНДЕЕВ ВЛАДИМИР НИКОЛАЕВИЧ";"МСК009837";"RENAULT MEGANE II";"772880400022";"310774607700918";
6802;"С239РА197";"ООО Растабан";"МСК 009847";"Renault Logan";"7714593493";"1057746411029";
6803;"С539РА197";"ООО Растабан";"МСК 009848";"Renault FLUENCE";"7714593493";"1057746411029";
6804;"С965РА197";"ООО Растабан";"МСК 009849";"Renault Logan";"7714593493";"1057746411029";
6805;"С468ОУ197";"ООО Растабан";"МСК 009850";"Renault FLUENCE";"7714593493";"1057746411029";
6806;"С469ОУ197";"ООО Растабан";"МСК 009851";"Renault FLUENCE";"7714593493";"1057746411029";
6807;"С538РА197";"ООО Растабан";"МСК 025198";"Renault Logan";"7714593493";"1057746411029";
6808;"С238РА197";"ООО Растабан";"МСК 009853";"Renault Logan";"7714593493";"1057746411029";
6809;"С540РА197";"ООО Растабан";"МСК 009854";"Renault FLUENCE";"7714593493";"1057746411029";
6810;"С962РА197";"ООО Растабан";"МСК 009855";"Renault FLUENCE";"7714593493";"1057746411029";
6811;"С321ОК197";"ООО Растабан";"МСК 009856";"Ford Focus";"7714593493";"1057746411029";
6812;"С966РА197";"ООО Растабан";"МСК 009857";"Renault Logan";"7714593493";"1057746411029";
6813;"Р912РВ197";"ООО Главпрокат";"МСК 009858";"Volkswagen Passat";"7724799172";"1117746592094";
6814;"Р427РВ197";"ООО Главпрокат";"МСК 009859";"Ford Focus";"7724799172";"1117746592094";
6815;"С961ОС197";"ООО Главпрокат";"МСК 009860";"Renault Logan";"7724799172";"1117746592094";
6816;"Р917ОО197";"ООО Главпрокат";"МСК 009861";"Ford Focus";"7724799172";"1117746592094";
6817;"Р250РВ197";"ООО Главпрокат";"МСК 009862";"Renault Logan";"7724799172";"1117746592094";
6818;"Р248РВ197";"ООО Главпрокат";"МСК 009863";"Renault Logan";"7724799172";"1117746592094";
6819;"Р641ОО197";"ООО Главпрокат";"МСК 009864";"Volkswagen Polo";"7724799172";"1117746592094";
6820;"Р922ОО197";"ООО Главпрокат";"МСК 009865";"Ford Focus";"7724799172";"1117746592094";
6821;"Р639ОО197";"ООО Главпрокат";"МСК 009866";"Volkswagen Polo";"7724799172";"1117746592094";
6822;"С956ОС197";"ООО Главпрокат";"МСК 009867";"Renault Logan";"7724799172";"1117746592094";
6823;"С957ОС197";"ООО Главпрокат";"МСК 009868";"Renault FLUENCE";"7724799172";"1117746592094";
6824;"С743ОС197";"ООО Главпрокат";"МСК 009869";"Renault Logan";"7724799172";"1117746592094";
6825;"С958ОС197";"ООО Главпрокат";"МСК 009870";"Renault Logan";"7724799172";"1117746592094";
6826;"Р429РВ197";"ООО Главпрокат";"МСК 009871";"Ford Focus";"7724799172";"1117746592094";
6827;"С724ОС197";"ООО Главпрокат";"МСК 009872";"Ford Focus";"7724799172";"1117746592094";
6828;"С392ОС197";"ООО Главпрокат";"МСК 009873";"Ford Mondeo";"7724799172";"1117746592094";
6829;"Р640ОО197";"ООО Главпрокат";"МСК 009874";"Volkswagen Polo";"7724799172";"1117746592094";
6830;"С390ОС197";"ООО Главпрокат";"МСК 009875";"Ford Focus";"7724799172";"1117746592094";
6831;"Р911РВ197";"ООО Главпрокат";"МСК 009876";"Volkswagen Passat";"7724799172";"1117746592094";
6832;"С748ОС197";"ООО Главпрокат";"МСК 009877";"Renault Logan";"7724799172";"1117746592094";
6833;"Р490ОО197";"ООО Главпрокат";"МСК 009878";"Ford Focus";"7724799172";"1117746592094";
6834;"Р301РВ197";"ООО Главпрокат";"МСК 009879";"Renault Logan";"7724799172";"1117746592094";
6835;"С722ОС197";"ООО Главпрокат";"МСК 009880";"Ford Focus";"7724799172";"1117746592094";
6836;"Р921ОО197";"ООО Главпрокат";"МСК 009881";"Ford Focus";"7724799172";"1117746592094";
6837;"С723ОС197";"ООО Главпрокат";"МСК 009882";"Ford Focus";"7724799172";"1117746592094";
6838;"Р920ОО197";"ООО Главпрокат";"МСК 009893";"Ford Focus";"7724799172";"1117746592094";
6839;"С744ОС197";"ООО Главпрокат";"МСК 009884";"Renault Logan";"7724799172";"1117746592094";
6840;"Р159РЕ197";"ООО Главпрокат";"МСК 009885";"Ford Focus";"7724799172";"1117746592094";
6841;"С391ОС197";"ООО Главпрокат";"МСК 009886";"Ford Focus";"7724799172";"1117746592094";
6842;"Р249РВ197";"ООО Главпрокат";"МСК 009887";"Renault Logan";"7724799172";"1117746592094";
6843;"Р638ОО197";"ООО Главпрокат";"МСК 009889";"Volkswagen Polo";"7724799172";"1117746592094";
6844;"Р918ОО197";"ООО Главпрокат";"МСК 009891";"Ford Focus";"7724799172";"1117746592094";
6845;"С745ОС197";"ООО Главпрокат";"МСК 009892";"Renault Logan";"7724799172";"1117746592094";
6846;"О336ТЕ199";"ПИВОВАРОВ ВЛАДИМИР ВИКТОРОВИЧ";"МСК 009900";"TOYOTA CAMRY";"773202064006";"309774631000922";
6847;"Е018РН197";"ООО ХК";"МСК 009908";"SKODA OCTAVIA";"7714839034";"1117746345650";
6848;"Н838НА197";"ООО Ритм жизни";"МСК 009916";"Renault SR";"7714636130";"1067746273198";
6849;"А422МВ197";"ООО Ритм жизни";"МСК 009920";"Renault SR";"7714636130";"1067746273198";
6850;"С027РА197";"ООО Ритм жизни";"МСК 009921";"Ford Mondeo";"7714636130";"1067746273198";
6851;"К627АС197";"ООО Ритм жизни";"МСК 009922";"Renault SR";"7714636130";"1067746273198";
6852;"С825ОУ197";"ООО Ритм жизни";"МСК 009923";"Renault Logan";"7714636130";"1067746273198";
6853;"С824ОУ197";"ООО Ритм жизни";"МСК 009925";"Renault Logan";"7714636130";"1067746273198";
6854;"Т441ХК199";"Волков Виталий Владимирович";"МСК009926";"NISSAN TEANA";"500900120569";"309774603601115";
6855;"Н218ХУ197";"Чапыгин Андрей Викторович";"МСК 025815";"TOYOTA CAMRY";"772265026805";"312774631800120";
6856;"С513ОС197";"ЗАО НьюМоскоуТакси";"МСК 009929";"HYUNDAI ELANTRA 1.6AT";"7729608826";"5087746056833";
6857;"Р136РВ197";"ЗАО НьюМоскоуТакси";"МСК 009933";"MERCEDES BENZ E200CGI";"7729608826";"5087746056833";
6858;"М175КЕ197";"ЗАО НьюМоскоуТакси";"МСК 009935";"MERCEDES BENZ E200CGI";"7729608826";"5087746056833";
6859;"М374КМ197";"ЗАО НьюМоскоуТакси";"МСК 009938";"MERCEDES BENZ E200CGI";"7729608826";"5087746056833";
6860;"С512ОС197";"ЗАО НьюМоскоуТакси";"МСК 009941";"HYUNDAI SONATA 2.0AT";"7729608826";"5087746056833";
6861;"Т908НК197";"Новоторцев Александр Александрович";"МСК 009956";"MERCEDES - BENZ S350";"772736498819";"311774604001067";
6862;"Е417КТ197";"РОТАРЬ НАДЕЖДА ВЛАДИМИРОВНА";"МСК 009951";"CHEVROLET CRUZE";"681202339236";"311774630600431";
6863;"У263МК197";"СТЕПАНОВСКИЙ ОЛЕГ ДМИТРИЕВИЧ";"МСК 009952";"MAZDA 6";"772365120784";"308770000167731";
6864;"Т079КМ197";"БОСОВ СЕРГЕЙ ВАСИЛЬЕВИЧ";"МСК009963";"VOLKSWAGEN POLO";"771806264332";"311774631900282";
6865;"Р100АР197";"АБДУЛЛИН САЛИХ ХАЙДЯРОВИЧ";"МСК 009954";"TOYOTA CAMRI";"772132666370";"309774601400932";
6866;"М546КУ199";"СЫСОЕВ ЮРИЙ ВЛАДИМИРОВИЧ";"МСК009966";"TOYOTA AYS D4D";"772971757686";"310774629901353";
6867;"М704ХА197";"ШЕБАНОВ ГЕННАДИЙ ВАСИЛЬЕВИЧ";"МСК 019769";"FORD FOCUS";"480300053809";"311774629901410";
6868;"Е844ОР197";"Дюбанков Николай Алексеевич";"МСК009961";"Kia Rio";"771611596880";"311774631100499";
6869;"А035РВ197";"Михайлова Валентина Рудольфовна";"МСК009970";"Ford Focus";"772365252149";"311774629301452";
6870;"Т879РЕ197";"Штогрин Роман Андреевич";"МСК009972";"Ford TRANSIT";"771807307941";"310774603900540";
